,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
679,Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
680,Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,19,2000,21.2,2,14,5,35.7,0.66,0.24,0.14,0.4,15.6,0,0,0,2.5,2.5,0.18,-0.5,-0.5
681,Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,11,38,23,60.5,2.13,1.29,0.29,0.48,12,0,0,0,6.8,6.8,0.18,4.2,4.2
682,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,26,1994,6.6,1,16,9,56.3,2.41,1.35,0.06,0.11,17.1,1,0,0,1.3,1.3,0.08,-0.3,-0.3
683,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,1,14,2,14.3,1.44,0.21,0.07,0.5,16.6,0,0,0,1.8,1.8,0.13,-0.8,-0.8
684,Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,0,1,0,0,1.14,0,0,,20,0,0,0,0,0,0.05,0,0
685,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,0,9,2,22.2,1.62,0.36,0,0,9.7,0,0,0,1.6,1.6,0.17,-1.6,-1.6
686,Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,0,6,1,16.7,1.14,0.19,0,0,11,0,0,0,0.4,0.4,0.07,-0.4,-0.4
687,Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36,3,31,12,38.7,0.86,0.33,0.1,0.25,11.9,0,0,0,3.8,3.8,0.12,-0.8,-0.8
688,Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,5,60,18,30,2.91,0.87,0.08,0.28,20.8,6,0,0,5.1,5.1,0.09,-0.1,-0.1
689,Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21,1999,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
690,Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,0,5,2,40,1.54,0.62,0,0,15.5,0,0,0,0.6,0.6,0.13,-0.6,-0.6
691,Boulaye Dia\Boulaye-Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,14,58,22,37.9,1.78,0.68,0.16,0.41,15.9,0,5,5,13.2,9.4,0.16,0.8,-0.4
692,Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,es La Liga,29,1991,0.2,0,1,0,0,5,0,0,,14,0,0,0,0.3,0.3,0.34,-0.3,-0.3
693,Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,4,51,25,49,1.92,0.94,0.08,0.16,18.5,0,0,0,5.6,5.6,0.11,-1.6,-1.6
694,Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,3,25,9,36,1.89,0.68,0.12,0.33,10,0,0,0,5,5,0.2,-2,-2
695,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,23,1996,23.1,1,11,4,36.4,0.48,0.17,0.09,0.25,10,0,0,0,1.1,1.1,0.1,-0.1,-0.1
696,Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,0,4,0,0,0.24,0,0,,11,0,0,0,0.3,0.3,0.07,-0.3,-0.3
697,Amad Diallo\Amad-Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,0,1,1,100,0.54,0.54,0,0,22.6,0,0,0,0,0,0.04,0,0
698,Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,1,0,0,6.43,0,0,,21.5,0,0,0,0,0,0.03,0,0
699,Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,9,53,19,35.8,2.05,0.74,0.15,0.42,16.4,0,1,1,7.2,6.4,0.12,1.8,1.6
700,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,25,1995,1.6,0,2,0,0,1.26,0,0,,9.6,0,0,0,0.4,0.4,0.19,-0.4,-0.4
701,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,0,8,2,25,0.71,0.18,0,0,20.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
702,Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,0,1,0,0,0.2,0,0,,31,0,0,0,0,0,0.02,0,0
703,Amadou Diambo\Amadou-Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
704,Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,1,14,5,35.7,1.02,0.36,0.07,0.2,16.6,0,0,0,1.2,1.2,0.09,-0.2,-0.2
705,Stéphane Diarra\Stephane-Diarra,fr FRA,FWMF,Lorient,fr Ligue 1,21,1998,2.2,0,2,2,100,0.91,0.91,0,0,21.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
706,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,MF,Leeds United,eng Premier League,23,1996,26.2,6,68,27,39.7,2.59,1.03,0.09,0.22,16.3,4,0,0,6,6,0.09,0,0
707,Raphael Dias Belloli\Raphael-Dias-Belloli,br BRA,FWMF,Rennes,fr Ligue 1,23,1996,4.5,1,11,3,27.3,2.45,0.67,0.09,0.33,18,3,0,0,1.2,1.2,0.11,-0.2,-0.2
708,Rúben Dias\Ruben-Dias,pt POR,DF,Manchester City,eng Premier League,23,1997,31.6,1,14,7,50,0.44,0.22,0.07,0.14,7.5,0,0,0,2.4,2.4,0.17,-1.4,-1.4
709,Krepin Diatta\Krepin-Diatta,sn SEN,MFDF,Monaco,fr Ligue 1,21,1999,4.3,1,3,1,33.3,0.69,0.23,0.33,1,14.3,0,0,0,0.5,0.5,0.18,0.5,0.5
710,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Roma,it Serie A,23,1997,7.3,1,7,4,57.1,0.96,0.55,0.14,0.25,20.3,0,0,0,1.1,1.1,0.16,-0.1,-0.1
711,Brahim Díaz\Brahim-Diaz,es ESP,MFFW,Milan,it Serie A,20,1999,13.6,4,26,9,34.6,1.91,0.66,0.15,0.44,16.3,0,0,0,3.3,3.3,0.13,0.7,0.7
712,Víctor Díaz\Victor-Diaz,es ESP,DF,Granada,es La Liga,32,1988,9.2,0,5,1,20,0.54,0.11,0,0,26.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
713,Daniel Didavi\Daniel-Didavi,de GER,FWMF,Stuttgart,de Bundesliga,30,1990,10.8,4,24,7,29.2,2.23,0.65,0.17,0.57,18.3,5,0,0,3.2,3.2,0.13,0.8,0.8
714,Eric Dier\Eric-Dier,eng ENG,DF,Tottenham,eng Premier League,26,1994,28,0,14,2,14.3,0.5,0.07,0,0,21.5,8,0,0,0.9,0.9,0.06,-0.9,-0.9
715,Daan Dierckx\Daan-Dierckx,be BEL,DF,Parma,it Serie A,17,2003,5.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
716,Lucas Digne\Lucas-Digne,fr FRA,DF,Everton,eng Premier League,27,1993,29.8,0,13,0,0,0.44,0,0,,23.2,3,0,0,0.6,0.6,0.04,-0.6,-0.6
717,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,29,1991,4.1,1,4,2,50,0.97,0.49,0.25,0.5,13.5,0,0,0,0.3,0.3,0.08,0.7,0.7
718,Mitchell Dijks\Mitchell-Dijks,nl NED,DF,Bologna,it Serie A,27,1993,16.5,0,2,0,0,0.12,0,0,,14.5,0,0,0,0,0,0.02,0,0
719,Javairô Dilrosun\Javairo-Dilrosun,nl NED,FWMF,Hertha BSC,de Bundesliga,22,1998,5.9,0,8,1,12.5,1.36,0.17,0,0,17.4,0,0,0,0.8,0.8,0.1,-0.8,-0.8
720,Federico Dimarco\Federico-Dimarco,it ITA,DF,Hellas Verona,it Serie A,22,1997,29,5,38,14,36.8,1.31,0.48,0.13,0.36,20.5,6,0,0,2.3,2.3,0.06,2.7,2.7
721,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Reims,fr Ligue 1,29,1991,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
722,Eren Dinkçi\Eren-Dinkci,de GER,FWMF,Werder Bremen,de Bundesliga,18,2001,1.2,1,3,2,66.7,2.5,1.67,0.33,0.5,11.3,0,0,0,0.4,0.4,0.15,0.6,0.6
723,Sinaly Diomande\Sinaly-Diomande,ci CIV,DF,Lyon,fr Ligue 1,19,2001,12.6,0,16,3,18.8,1.27,0.24,0,0,14.5,0,0,0,1,1,0.06,-1,-1
724,Lois Diony\Lois-Diony,fr FRA,FW,Angers,fr Ligue 1,27,1992,19.4,5,28,14,50,1.44,0.72,0.14,0.29,15.9,0,1,1,4.3,3.5,0.13,0.7,0.5
725,Issa Diop\Issa-Diop,fr FRA,DF,West Ham,eng Premier League,23,1997,15.3,2,3,2,66.7,0.2,0.13,0.67,1,8.2,0,0,0,0.3,0.3,0.11,1.7,1.7
726,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,34,1986,25.8,1,28,9,32.1,1.08,0.35,0.04,0.11,17.8,0,0,0,1.9,1.9,0.07,-0.9,-0.9
727,Sofiane Diop\Sofiane-Diop,fr FRA,MFFW,Monaco,fr Ligue 1,20,2000,22.5,7,43,17,39.5,1.91,0.76,0.16,0.41,19.3,1,0,0,4.4,4.4,0.1,2.6,2.6
728,Andy Diouf\Andy-Diouf,fr FRA,FW,Rennes,fr Ligue 1,18,2002,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
729,Yehvann Diouf\Yehvann-Diouf,fr FRA,GK,Reims,fr Ligue 1,20,1999,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
730,Assane Dioussé\Assane-Diousse,sn SEN,DF,Saint-Étienne,fr Ligue 1,22,1997,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
731,Axel Disasi\Axel-Disasi,fr FRA,DF,Monaco,fr Ligue 1,22,1998,22.3,3,19,6,31.6,0.85,0.27,0.16,0.5,10.1,0,0,0,2.3,2.3,0.12,0.7,0.7
732,Tiago Djaló\Tiago-Djalo,pt POR,DF,Lille,fr Ligue 1,20,2000,9.7,0,2,0,0,0.21,0,0,,26.7,0,0,0,0,0,0.01,0,0
733,Djené\Djene,tg TOG,DF,Getafe,es La Liga,28,1991,32.7,0,2,0,0,0.06,0,0,,7.2,0,0,0,0.2,0.2,0.09,-0.2,-0.2
734,Moussa Djenepo\Moussa-Djenepo,ml MLI,MF,Southampton,eng Premier League,22,1998,13.8,1,14,2,14.3,1.02,0.15,0.07,0.5,19.1,0,0,0,0.9,0.9,0.06,0.1,0.1
735,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Crotone,it Serie A,27,1992,16.9,1,4,2,50,0.24,0.12,0.25,0.5,8.9,0,0,0,0.4,0.4,0.11,0.6,0.6
736,Alexander Djiku\Alexander-Djiku,gh GHA,DFMF,Strasbourg,fr Ligue 1,25,1994,28.4,0,15,2,13.3,0.53,0.07,0,0,14.1,0,0,0,1.7,1.7,0.13,-1.7,-1.7
737,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Atalanta,it Serie A,27,1993,29.2,0,21,1,4.8,0.72,0.03,0,0,9.2,0,0,0,2.1,2.1,0.1,-2.1,-2.1
738,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,28,1992,34.7,1,1,0,0,0.03,0,0,,44,0,1,2,1.6,0.1,0.07,-0.6,-0.1
739,Ritsu Doan\Ritsu-Doan,jp JPN,MFFW,Arminia,de Bundesliga,22,1998,30.8,5,70,20,28.6,2.28,0.65,0.07,0.25,18.9,7,0,0,5.2,5,0.07,-0.2,0
740,Mihai Dobre\Mihai-Dobre,ro ROU,FW,Dijon,fr Ligue 1,21,1998,5.9,0,9,1,11.1,1.53,0.17,0,0,16.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5
741,Matt Doherty\Matt-Doherty,ie IRL,DF,Tottenham,eng Premier League,28,1992,13.8,0,3,1,33.3,0.22,0.07,0,0,16,0,0,0,0.4,0.4,0.14,-0.4,-0.4
742,Jeremy Doku\Jeremy-Doku,be BEL,MFFW,Rennes,fr Ligue 1,18,2002,25.7,2,36,7,19.4,1.4,0.27,0.06,0.29,17.3,0,0,0,3.7,3.7,0.1,-1.7,-1.7
743,Kasper Dolberg\Kasper-Dolberg,dk DEN,FW,Nice,fr Ligue 1,22,1997,21.4,6,36,17,47.2,1.68,0.79,0.11,0.24,12.9,1,2,2,7.6,6,0.17,-1.6,-2
744,Keagan Dolly\Keagan-Dolly,za RSA,MF,Montpellier,fr Ligue 1,27,1993,5,0,6,0,0,1.19,0,0,,23.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
745,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,29,1990,28,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
746,Carlos Dominguez\Carlos-Dominguez,es ESP,DF,Celta Vigo,es La Liga,19,2001,4,0,1,1,100,0.25,0.25,0,0,6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
747,Nicolás Domínguez\Nicolas-Dominguez,ar ARG,MF,Bologna,it Serie A,22,1998,13.9,1,18,5,27.8,1.29,0.36,0.06,0.2,18.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5
748,John Donald\John-Donald,es ESP,DF,Elche,es La Liga,19,2000,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
749,Ji Dong-won\Ji-Dong-won,kr KOR,FW,Mainz 05,de Bundesliga,29,1991,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
750,Anastasios Donis\Anastasios-Donis,gr GRE,MF,Reims,fr Ligue 1,23,1996,1.1,0,1,0,0,0.93,0,0,,29.1,0,0,0,0,0,0.03,0,0
751,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,21,1999,37,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
752,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,2,16,4,25,0.72,0.18,0.13,0.5,11.3,0,0,0,1,1,0.06,1,1
753,Bas Dost\Bas-Dost,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,9.1,4,14,7,50,1.54,0.77,0.21,0.43,9.5,0,1,1,4.3,3.5,0.25,-0.3,-0.5
754,Lucas Douath\Lucas-Douath,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,14.7,0,5,1,20,0.34,0.07,0,0,16,0,0,0,0.4,0.4,0.09,-0.4,-0.4
755,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Everton,eng Premier League,27,1993,27.1,2,18,5,27.8,0.66,0.18,0.11,0.4,16.8,0,0,0,2.1,2.1,0.12,-0.1,-0.1
756,Cheick Doucouré\Cheick-Doucoure,ml MLI,MF,Lens,fr Ligue 1,20,2000,29.2,2,35,5,14.3,1.2,0.17,0.06,0.4,23.8,0,0,0,1.2,1.2,0.03,0.8,0.8
757,Fodé Doucouré\Fode-Doucoure,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,0,3,2,66.7,0.81,0.54,0,0,22.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2
758,Mahamadou Doucouré\Mahamadou-Doucoure,fr FRA,FW,Nîmes,fr Ligue 1,20,2000,0.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
759,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,27,1992,1.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
760,Idrissa Doumbia\Idrissa-Doumbia,ci CIV,MF,Huesca,es La Liga,22,1998,8.7,0,4,0,0,0.46,0,0,,21.1,0,0,0,0.4,0.4,0.1,-0.4,-0.4
761,Moussa Doumbia\Moussa-Doumbia,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,10,0,17,3,17.6,1.7,0.3,0,0,20.9,0,0,0,0.6,0.6,0.04,-0.6,-0.6
762,Souleyman Doumbia\Souleyman-Doumbia,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,0,7,2,28.6,0.28,0.08,0,0,21.3,0,0,0,0.5,0.5,0.07,-0.5,-0.5
763,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,1,3,2,66.7,0.24,0.16,0.33,0.5,16.1,0,0,0,0.3,0.3,0.1,0.7,0.7
764,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,22,1997,35,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
765,Denis Drăguș\Denis-Dragus,ro ROU,FWMF,Crotone,it Serie A,21,1999,2,0,4,0,0,2.03,0,0,,25.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
766,Radu Drăgușin\Radu-Dragusin,ro ROU,DF,Juventus,it Serie A,18,2002,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
767,Mouhamadou Drammeh\Mouhamadou-Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,1.9,0,1,0,0,0.52,0,0,,29.6,0,0,0,0,0,0.02,0,0
768,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,11.8,4,12,5,41.7,1.02,0.42,0.33,0.8,15.3,0,0,0,2.2,2.2,0.18,1.8,1.8
769,Dominick Drexler\Dominick-Drexler,de GER,MFFW,Köln,de Bundesliga,30,1990,13.7,2,12,2,16.7,0.88,0.15,0.17,1,12.1,0,0,0,2.8,2.8,0.23,-0.8,-0.8
770,Matthieu Dreyer\Matthieu-Dreyer,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
771,Domingos Duarte\Domingos-Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,1,7,2,28.6,0.27,0.08,0.14,0.5,8.2,0,0,0,1.3,1.3,0.19,-0.3,-0.3
772,Léo Duarte\Leo-Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
773,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,1,6,3,50,0.26,0.13,0.17,0.33,7.5,0,0,0,1.1,1.1,0.19,-0.1,-0.1
774,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,1,12,1,8.3,0.42,0.04,0.08,1,22.4,0,0,0,1.3,1.3,0.11,-0.3,-0.3
775,Leo Dubois\Leo-Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,2,20,3,15,0.62,0.09,0.1,0.67,20.4,0,0,0,1,1,0.05,1,1
776,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
777,Ondrej Duda\Ondrej-Duda,sk SVK,FWMF,Köln,de Bundesliga,25,1994,28.2,7,47,13,27.7,1.67,0.46,0.09,0.31,21.7,4,3,4,5.8,2.8,0.06,1.2,1.2
778,Unai Dufur\Unai-Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
779,Haris Duljević\Haris-Duljevic,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,8.6,0,14,5,35.7,1.63,0.58,0,0,22.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1
780,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,1,3,1,33.3,0.22,0.07,0.33,1,6.9,0,0,0,0.3,0.3,0.1,0.7,0.7
781,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Fiorentina,it Serie A,27,1993,1.8,0,1,0,0,0.56,0,0,,25,0,0,0,0,0,0.02,0,0
782,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Cagliari,it Serie A,27,1993,11.9,0,7,0,0,0.59,0,0,,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
783,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,5,30,13,43.3,0.92,0.4,0.17,0.38,12.3,2,0,0,2.5,2.5,0.08,2.5,2.5
784,Jimmy Dunne\Jimmy-Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3,1,7,1,14.3,2.33,0.33,0.14,1,10.8,0,0,0,0.4,0.4,0.06,0.6,0.6
785,Erik Durm\Erik-Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,1,20,6,30,1.22,0.36,0.05,0.17,19.5,0,0,0,1.6,1.6,0.08,-0.6,-0.6
786,Hugo Duro\Hugo-Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,0,1,0,0,1.64,0,0,,1.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1
787,Jean-Kevin Duverne\Jean-Kevin-Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,1,9,1,11.1,0.4,0.04,0.11,1,12.8,0,0,0,0.7,0.7,0.07,0.3,0.3
788,Paulo Dybala\Paulo-Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,4,52,15,28.8,4.13,1.19,0.08,0.27,18.7,5,0,0,4.6,4.6,0.09,-0.6,-0.6
789,Edin Džeko\Edin-Dzeko,ba BIH,FW,Roma,it Serie A,34,1986,20.3,7,70,24,34.3,3.45,1.18,0.1,0.29,12.2,0,0,1,13,12.2,0.17,-6,-5.2
790,Eric Junior Dina Ebimbe\Eric-Junior-Dina-Ebimbe,fr FRA,FWMF,Dijon,fr Ligue 1,19,2000,23.8,1,46,13,28.3,1.93,0.55,0.02,0.08,17.1,0,0,0,3.7,3.7,0.08,-2.7,-2.7
791,Steeve-Mike Ebongue\Steeve-Mike-Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
792,Enzo Ebosse\Enzo-Ebosse,fr FRA,DF,Angers,fr Ligue 1,21,1999,2.9,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
793,Bruno Ecuele Manga\Bruno-Ecuele-Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38,2,30,7,23.3,0.79,0.18,0.07,0.29,9.7,0,0,0,1.6,1.6,0.05,0.4,0.4
794,Simone Edera\Simone-Edera,it ITA,DFMF,Torino,it Serie A,23,1997,0.6,0,3,1,33.3,5.19,1.73,0,0,27.5,2,0,0,0.2,0.2,0.06,-0.2,-0.2
795,Ederson\Ederson,br BRA,GK,Manchester City,eng Premier League,26,1993,36,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
796,Kyle Edwards\Kyle-Edwards,eng ENG,MFFW,West Brom,eng Premier League,22,1998,1.3,0,2,1,50,1.53,0.76,0,0,15.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
797,John Egan\John-Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,0,14,3,21.4,0.48,0.1,0,0,9.8,0,0,0,0.7,0.7,0.05,-0.7,-0.7
798,Johannes Eggestein\Johannes-Eggestein,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,0.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
799,Maximilian Eggestein\Maximilian-Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,2,22,5,22.7,0.67,0.15,0.09,0.4,23.3,0,0,0,1.1,1.1,0.05,0.9,0.9
800,Lilian Egloff\Lilian-Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
801,Kingsley Ehizibue\Kingsley-Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,0,9,1,11.1,0.71,0.08,0,0,21.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5
802,Albin Ekdal\Albin-Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,2,13,3,23.1,0.51,0.12,0.15,0.67,17.9,0,0,0,0.8,0.8,0.06,1.2,1.2
803,Hugo Ekitike\Hugo-Ekitike,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,1,0,3,1,33.3,3.07,1.02,0,0,14,0,0,0,0.2,0.2,0.06,-0.2,-0.2
804,Anthony Elanga\Anthony-Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,1,3,1,33.3,1.74,0.58,0.33,1,16.4,0,0,0,0.3,0.3,0.09,0.7,0.7
805,Niclas Eliasson\Niclas-Eliasson,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,20,4,25,10,40,1.25,0.5,0.16,0.4,16,6,0,0,4,4,0.16,0,0
806,Elif Elmas\Elif-Elmas,mk MKD,MFFW,Napoli,it Serie A,20,1999,8.2,2,13,6,46.2,1.58,0.73,0.15,0.33,16.5,0,0,0,1.8,1.8,0.14,0.2,0.2
807,Ahmed Elmohamady\Ahmed-Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,0,9,1,11.1,0.97,0.11,0,0,11.2,0,0,0,0.5,0.5,0.05,-0.5,-0.5
808,Mohamed Elneny\Mohamed-Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,1,9,2,22.2,0.52,0.12,0.11,0.5,19.3,0,0,0,0.5,0.5,0.06,0.5,0.5
809,Aritz Elustondo\Aritz-Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1,5,1,20,0.24,0.05,0.2,1,11.1,0,0,0,0.3,0.3,0.06,0.7,0.7
810,Nico Elvedi\Nico-Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,3,12,6,50,0.43,0.21,0.25,0.5,9.1,0,0,0,2,2,0.16,1,1
811,Rodrigo Ely\Rodrigo-Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,1,3,2,66.7,0.58,0.38,0.33,0.5,7.9,0,0,0,0.2,0.2,0.07,0.8,0.8
812,Sepe Elye Wahi\Sepe-Elye-Wahi,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,6.2,3,12,7,58.3,1.95,1.14,0.25,0.43,8.7,0,0,0,2,2,0.17,1,1
813,Breel Embolo\Breel-Embolo,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,16,5,41,19,46.3,2.56,1.19,0.12,0.26,13,0,0,0,7,7,0.18,-2,-2
814,Emerson\Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,1,11,2,18.2,0.33,0.06,0.09,0.5,17,0,0,0,1.2,1.2,0.11,-0.2,-0.2
815,Manu Emmanuel Gyabuaa\Manu-Emmanuel-Gyabuaa,it ITA,MF,Atalanta,it Serie A,18,2001,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0
