Rk,Player,Nation,Pos,Squad,Comp,Age,Born
292,Paul Bernardoni\Paul-Bernardoni,FRA,GK,Angers,fr Ligue 1,23,1997
293,Juan Bernat\Juan-Bernat,ESP,DF,Paris S-G,fr Ligue 1,27,1993
294,Dimitry Bertaud\Dimitry-Bertaud,FRA,GK,Montpellier,fr Ligue 1,22,1998
295,Marco Bertini\Marco-Bertini,ITA,MF,Lazio,it Serie A,17,2002
296,Ryan Bertrand\Ryan-Bertrand,ENG,DF,Southampton,eng Premier League,30,1989
297,Daniel Bessa\Daniel-Bessa,ITA,MFFW,Hellas Verona,it Serie A,27,1993
298,Loïc Bessile\Loic-Bessile,TOG,DF,Bordeaux,fr Ligue 1,21,1999
299,Louis Beyer\Louis-Beyer,GER,DF,M'Gladbach,de Bundesliga,20,2000
300,Bartosz Bialek\Bartosz-Bialek,POL,FWMF,Wolfsburg,de Bundesliga,18,2001
301,Giulian Biancone\Giulian-Biancone,FRA,DFMF,Monaco,fr Ligue 1,20,2000
302,Ermin Bičakčić\Ermin-Bicakcic,BIH,DF,Hoffenheim,de Bundesliga,30,1990
303,Pedro Bigas\Pedro-Bigas,ESP,DF,Eibar,es La Liga,29,1990
304,El Bilal Touré\El-Bilal-Toure,MLI,FWMF,Reims,fr Ligue 1,18,2001
305,Cristiano Biraghi\Cristiano-Biraghi,ITA,DF,Fiorentina,it Serie A,27,1992
306,Davide Biraschi\Davide-Biraschi,ITA,DF,Genoa,it Serie A,26,1994
307,Yves Bissouma\Yves-Bissouma,MLI,MF,Brighton,eng Premier League,23,1996
308,Leonardo Bittencourt\Leonardo-Bittencourt,GER,MFFW,Werder Bremen,de Bundesliga,26,1993
309,Blanco\Blanco,ESP,MFDF,Real Madrid,es La Liga,20,2000
310,Alejandro Blanco\Alejandro-Blanco,ESP,MF,Valencia,es La Liga,21,1998
311,Rubén Blanco\Ruben-Blanco,ESP,GK,Celta Vigo,es La Liga,25,1995
312,Ludovic Blas\Ludovic-Blas,FRA,MFFW,Nantes,fr Ligue 1,22,1997
313,Alejandro Blesa\Alejandro-Blesa,ESP,MF,Levante,es La Liga,18,2002
314,Jérôme Boateng\Jerome-Boateng,GER,DF,Bayern Munich,de Bundesliga,31,1988
315,Antonin Bobichon\Antonin-Bobichon,FRA,MFFW,Angers,fr Ligue 1,24,1995
316,Yann Bodiger\Yann-Bodiger,FRA,MF,Cádiz,es La Liga,25,1995
317,Jean-Paul Boëtius\Jean-Paul-Boetius,NED,MFFW,Mainz 05,de Bundesliga,26,1994
318,Sacha Boey\Sacha-Boey,FRA,DF,Dijon,fr Ligue 1,19,2000
319,Sacha Boey\Sacha-Boey,FRA,DF,Rennes,fr Ligue 1,19,2000
320,Jeremie Boga\Jeremie-Boga,CIV,FWMF,Sassuolo,it Serie A,23,1997
321,Melayro Bogarde\Melayro-Bogarde,NED,DFMF,Hoffenheim,de Bundesliga,18,2002
322,Jayden Bogle\Jayden-Bogle,ENG,DF,Sheffield Utd,eng Premier League,20,2000
323,Quentin Boisgard\Quentin-Boisgard,FRA,MFFW,Lorient,fr Ligue 1,23,1997
324,Willy Boly\Willy-Boly,CIV,DF,Wolves,eng Premier League,29,1991
325,Giacomo Bonaventura\Giacomo-Bonaventura,ITA,MF,Fiorentina,it Serie A,30,1989
326,Federico Bonazzoli\Federico-Bonazzoli,ITA,FW,Torino,it Serie A,23,1997
327,Federico Bonazzoli\Federico-Bonazzoli,ITA,FW,Sampdoria,it Serie A,23,1997
328,Kevin Bonifazi\Kevin-Bonifazi,ITA,DF,Udinese,it Serie A,24,1996
329,Leonardo Bonucci\Leonardo-Bonucci,ITA,DF,Juventus,it Serie A,33,1987
330,Elias Bördner\Elias-Bordner,GER,GK,Eint Frankfurt,de Bundesliga,18,2002
331,Dennis Borkowski\Dennis-Borkowski,GER,MF,RB Leipzig,de Bundesliga,18,2002
332,Sebastiaan Bornauw\Sebastiaan-Bornauw,BEL,DF,Köln,de Bundesliga,21,1999
333,Sven Botman\Sven-Botman,NED,DF,Lille,fr Ligue 1,20,2000
334,Denis Bouanga\Denis-Bouanga,GAB,MFFW,Saint-Étienne,fr Ligue 1,25,1994
335,Hicham Boudaoui\Hicham-Boudaoui,ALG,MFFW,Nice,fr Ligue 1,20,1999
336,Ryad Boudebouz\Ryad-Boudebouz,ALG,MFFW,Saint-Étienne,fr Ligue 1,30,1990
337,Sofiane Boufal\Sofiane-Boufal,MAR,FWMF,Angers,fr Ligue 1,26,1993
338,Nassim Boujellab\Nassim-Boujellab,MAR,MFFW,Schalke 04,de Bundesliga,21,1999
339,Farid Boulaya\Farid-Boulaya,ALG,MFFW,Metz,fr Ligue 1,27,1993
340,Yassine Bounou\Yassine-Bounou,MAR,GK,Sevilla,es La Liga,29,1991
341,Ismaëlben Boura\Ismaelben-Boura,FRA,DF,Lens,fr Ligue 1,19,2000
342,Mehdi Bourabia\Mehdi-Bourabia,MAR,MF,Sassuolo,it Serie A,28,1991
343,Benjamin Bourigeaud\Benjamin-Bourigeaud,FRA,MFFW,Rennes,fr Ligue 1,26,1994
344,Edoardo Bove\Edoardo-Bove,ITA,MF,Roma,it Serie A,18,2002
345,Jarrod Bowen\Jarrod-Bowen,ENG,FWMF,West Ham,eng Premier League,23,1996
346,Dedryck Boyata\Dedryck-Boyata,BEL,DF,Hertha BSC,de Bundesliga,29,1990
347,John Boye\John-Boye,GHA,DF,Metz,fr Ligue 1,33,1987
348,Lucas Boyé\Lucas-Boye,ARG,FW,Elche,es La Liga,24,1996
349,Can Bozdogan\Can-Bozdogan,GER,MF,Schalke 04,de Bundesliga,19,2001
350,Umut Bozok\Umut-Bozok,TUR,FWMF,Lorient,fr Ligue 1,23,1996
351,Jayden Braaf\Jayden-Braaf,NED,FW,Udinese,it Serie A,17,2002
352,Domagoj Bradarić\Domagoj-Bradaric,CRO,DF,Lille,fr Ligue 1,20,1999
353,Robbie Brady\Robbie-Brady,IRL,MF,Burnley,eng Premier League,28,1992
354,Martin Braithwaite\Martin-Braithwaite,DEN,FW,Barcelona,es La Liga,29,1991
355,Julian Brandt\Julian-Brandt,GER,FWMF,Dortmund,de Bundesliga,24,1996
356,Darko Brašanac\Darko-Brasanac,SRB,MF,Osasuna,es La Liga,28,1992
357,Lilian Brassier\Lilian-Brassier,FRA,DF,Brest,fr Ligue 1,20,1999
358,Álvaro Bravo\Alvaro-Bravo,ESP,MF,Granada,es La Liga,22,1998
359,Claudio Bravo\Claudio-Bravo,CHI,GK,Betis,es La Liga,37,1983
360,Fabian Bredlow\Fabian-Bredlow,GER,GK,Stuttgart,de Bundesliga,25,1995
361,Josip Brekalo\Josip-Brekalo,CRO,FW,Wolfsburg,de Bundesliga,22,1998
362,Gleison Bremer\Gleison-Bremer,BRA,DF,Torino,it Serie A,23,1997
363,Joshua Brenet\Joshua-Brenet,NED,DF,Hoffenheim,de Bundesliga,26,1994
364,Rhian Brewster\Rhian-Brewster,ENG,FW,Sheffield Utd,eng Premier League,20,2000
365,Anthony Briançon\Anthony-Briancon,FRA,DF,Nîmes,fr Ligue 1,25,1994
366,Jimmy Briand\Jimmy-Briand,FRA,FW,Bordeaux,fr Ligue 1,34,1985
367,Yan Brice Eteki\Yan-Brice-Eteki,CMR,MF,Granada,es La Liga,22,1997
368,Nathan Broadhead\Nathan-Broadhead,WAL,MF,Everton,eng Premier League,22,1998
369,Dylan Bronn\Dylan-Bronn,TUN,DF,Metz,fr Ligue 1,25,1995
370,John Brooks\John-Brooks,USA,DF,Wolfsburg,de Bundesliga,27,1993
371,Daniel Brosinski\Daniel-Brosinski,GER,DF,Mainz 05,de Bundesliga,32,1988
372,Josh Brownhill\Josh-Brownhill,ENG,MF,Burnley,eng Premier League,24,1995
373,Marcelo Brozović\Marcelo-Brozovic,CRO,MF,Inter,it Serie A,27,1992
374,Gastón Brugman\Gaston-Brugman,URU,MF,Parma,it Serie A,27,1992
375,Juan Brunet\Juan-Brunet,ARG,MF,Granada,es La Liga,22,1998
376,Juan Brunetta\Juan-Brunetta,ARG,FWMF,Parma,it Serie A,23,1997
377,Cédric Brunner\Cedric-Brunner,SUI,DF,Arminia,de Bundesliga,26,1994
378,Jacob Bruun Larsen\Jacob-Bruun-Larsen,DEN,FW,Hoffenheim,de Bundesliga,21,1998
379,Bryan\Bryan,ESP,FW,Sevilla,es La Liga,19,2001
380,Bryan\Bryan,ESP,MFFW,Eibar,es La Liga,19,2001
381,Joe Bryan\Joe-Bryan,ENG,DFFW,Fulham,eng Premier League,26,1993
382,Kean Bryan\Kean-Bryan,ENG,DF,Sheffield Utd,eng Premier League,23,1996
383,Lucas Buadés\Lucas-Buades,FRA,MF,Nîmes,fr Ligue 1,22,1997
384,Ante Budimir\Ante-Budimir,CRO,FW,Osasuna,es La Liga,29,1991
385,Gianluigi Buffon\Gianluigi-Buffon,ITA,GK,Juventus,it Serie A,42,1978
386,Marius Bülter\Marius-Bulter,GER,FWMF,Union Berlin,de Bundesliga,27,1993
387,Alessandro Buongiorno\Alessandro-Buongiorno,ITA,DF,Torino,it Serie A,21,1999
388,Esteban Burgos\Esteban-Burgos,ARG,DF,Eibar,es La Liga,28,1992
389,Burgui\Burgui,ESP,MF,Alavés,es La Liga,26,1993
390,Jonathan Burkardt\Jonathan-Burkardt,GER,FWDF,Mainz 05,de Bundesliga,20,2000
391,Nishan Burkart\Nishan-Burkart,SUI,MF,Freiburg,de Bundesliga,20,2000
392,Oliver Burke\Oliver-Burke,SCO,FW,Sheffield Utd,eng Premier League,23,1997
393,Roman Bürki\Roman-Burki,SUI,GK,Dortmund,de Bundesliga,29,1990
394,Dan Burn\Dan-Burn,ENG,DF,Brighton,eng Premier League,28,1992
395,Patrick Burner\Patrick-Burner,FRA,DF,Nice,fr Ligue 1,24,1996
396,Patrick Burner\Patrick-Burner,FRA,DF,Nîmes,fr Ligue 1,24,1996
397,Maxime Busi\Maxime-Busi,BEL,DF,Parma,it Serie A,20,1999
398,Sergio Busquets\Sergio-Busquets,ESP,MF,Barcelona,es La Liga,32,1988
399,Jack Butland\Jack-Butland,ENG,GK,Crystal Palace,eng Premier League,27,1993
400,David Button\David-Button,ENG,GK,West Brom,eng Premier League,31,1989
401,Oskar Buur\Oskar-Buur,DEN,DF,Wolves,eng Premier League,22,1998
402,Marcin Bułka\Marcin-Bulka,POL,GK,Paris S-G,fr Ligue 1,20,1999
403,Erick Cabaco\Erick-Cabaco,URU,DF,Getafe,es La Liga,25,1995
404,Willy Caballero\Willy-Caballero,ARG,GK,Chelsea,eng Premier League,38,1981
405,Jimmy Cabot\Jimmy-Cabot,FRA,FWMF,Angers,fr Ligue 1,26,1994
406,Martín Cáceres\Martin-Caceres,URU,DF,Fiorentina,it Serie A,33,1987
407,Anthony Caci\Anthony-Caci,FRA,DF,Strasbourg,fr Ligue 1,23,1997
408,Mathieu Cafaro\Mathieu-Cafaro,FRA,MFFW,Reims,fr Ligue 1,23,1997
409,Gary Cahill\Gary-Cahill,ENG,DF,Crystal Palace,eng Premier League,34,1985
410,Yannick Cahuzac\Yannick-Cahuzac,FRA,MF,Lens,fr Ligue 1,35,1985
411,Felipe Caicedo\Felipe-Caicedo,ECU,FW,Lazio,it Serie A,31,1988
412,Marc-Aurèle Caillard\Marc-Aurele-Caillard,FRA,GK,Metz,fr Ligue 1,26,1994
413,Tom Cairney\Tom-Cairney,SCO,MF,Fulham,eng Premier League,29,1991
414,Cala\Cala,ESP,DF,Cádiz,es La Liga,30,1989
415,Arturo Calabresi\Arturo-Calabresi,ITA,DFFW,Bologna,it Serie A,24,1996
416,Arturo Calabresi\Arturo-Calabresi,ITA,DF,Cagliari,it Serie A,24,1996
417,Davide Calabria\Davide-Calabria,ITA,DF,Milan,it Serie A,23,1996
418,Riccardo Calafiori\Riccardo-Calafiori,ITA,DF,Roma,it Serie A,18,2002
419,Mattia Caldara\Mattia-Caldara,ITA,DF,Atalanta,it Serie A,26,1994
420,Luca Caldirola\Luca-Caldirola,ITA,DF,Benevento,it Serie A,29,1991
421,Duje Ćaleta-Car\Duje-Caleta-Car,CRO,DF,Marseille,fr Ligue 1,23,1996
422,Hakan Çalhanoğlu\Hakan-Calhanoglu,TUR,MFFW,Milan,it Serie A,26,1994
423,Kerim Calhanoglu\Kerim-Calhanoglu,GER,DF,Schalke 04,de Bundesliga,17,2002
424,Fabrizio Caligara\Fabrizio-Caligara,ITA,MF,Cagliari,it Serie A,20,2000
425,Daniel Caligiuri\Daniel-Caligiuri,ITA,MFFW,Augsburg,de Bundesliga,32,1988
426,José Callejón\Jose-Callejon,ESP,FWMF,Fiorentina,it Serie A,33,1987
427,Jonathan Calleri\Jonathan-Calleri,ARG,FW,Osasuna,es La Liga,26,1993
428,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,ENG,FW,Everton,eng Premier League,23,1997
429,Dani Calvo\Dani-Calvo,ESP,DF,Elche,es La Liga,26,1994
430,Drissa Camara\Drissa-Camara,CIV,MF,Parma,it Serie A,18,2002
431,Mahdi Camara\Mahdi-Camara,FRA,MFDF,Saint-Étienne,fr Ligue 1,22,1998
432,Eduardo Camavinga\Eduardo-Camavinga,FRA,MF,Rennes,fr Ligue 1,17,2002
433,José Campaña\Jose-Campana,ESP,MF,Levante,es La Liga,27,1993
434,Emre Can\Emre-Can,GER,DFMF,Dortmund,de Bundesliga,26,1994
435,Sergio Canales\Sergio-Canales,ESP,MFFW,Betis,es La Liga,29,1991
436,João Cancelo\Joao-Cancelo,POR,DF,Manchester City,eng Premier League,26,1994
437,Antonio Candreva\Antonio-Candreva,ITA,MF,Sampdoria,it Serie A,33,1987
438,Álex Cantero\Alex-Cantero,ESP,FW,Levante,es La Liga,20,2000
439,Ander Capa\Ander-Capa,ESP,DF,Athletic Club,es La Liga,28,1992
440,Pierrick Capelle\Pierrick-Capelle,FRA,MFDF,Angers,fr Ligue 1,33,1987
441,Étienne Capoue\Etienne-Capoue,FRA,MF,Villarreal,es La Liga,32,1988
442,Elio Capradossi\Elio-Capradossi,ITA,DF,Spezia,it Serie A,24,1996
443,Gianluca Caprari\Gianluca-Caprari,ITA,MFFW,Benevento,it Serie A,27,1993
444,Francesco Caputo\Francesco-Caputo,ITA,FW,Sassuolo,it Serie A,32,1987
445,Maxence Caqueret\Maxence-Caqueret,FRA,MF,Lyon,fr Ligue 1,20,2000
446,Andrea Carboni\Andrea-Carboni,ITA,DF,Cagliari,it Serie A,19,2001
447,Isaac Carcelen\Isaac-Carcelen,ESP,DF,Cádiz,es La Liga,27,1993
448,Cárdenas\Cardenas,ESP,GK,Levante,es La Liga,23,1997
449,Irvin Cardona\Irvin-Cardona,FRA,FWMF,Brest,fr Ligue 1,22,1997
450,Marc Cardona\Marc-Cardona,ESP,FWMF,Osasuna,es La Liga,25,1995
451,Ian Carlo Poveda\Ian-Carlo-Poveda,ENG,MFDF,Leeds United,eng Premier League,20,2000
452,Diego Carlos\Diego-Carlos,BRA,DF,Sevilla,es La Liga,27,1993
453,Juan Carlos\Juan-Carlos,ESP,MFFW,Huesca,es La Liga,29,1991
454,Lionel Carole\Lionel-Carole,FRA,DF,Strasbourg,fr Ligue 1,29,1991
455,Yannick Carrasco\Yannick-Carrasco,BEL,DFMF,Atlético Madrid,es La Liga,26,1993
456,Sergio Carreira\Sergio-Carreira,ESP,DF,Celta Vigo,es La Liga,19,2000
457,Guido Carrillo\Guido-Carrillo,ARG,FW,Elche,es La Liga,29,1991
458,Andy Carroll\Andy-Carroll,ENG,FW,Newcastle Utd,eng Premier League,31,1989
459,Scott Carson\Scott-Carson,ENG,GK,Manchester City,eng Premier League,34,1985
460,Dani Carvajal\Dani-Carvajal,ESP,DF,Real Madrid,es La Liga,28,1992
461,Fabio Carvalho\Fabio-Carvalho,ENG,MFFW,Fulham,eng Premier League,17,2002
462,William Carvalho\William-Carvalho,POR,MF,Betis,es La Liga,28,1992
463,Casemiro\Casemiro,BRA,MF,Real Madrid,es La Liga,28,1992
464,Matty Cash\Matty-Cash,ENG,DF,Aston Villa,eng Premier League,22,1997
465,Kiko Casilla\Kiko-Casilla,ESP,GK,Leeds United,eng Premier League,33,1986
466,Giuseppe Caso\Giuseppe-Caso,ITA,MF,Genoa,it Serie A,21,1998
467,Moreto Cassamã\Moreto-Cassama,GNB,MF,Reims,fr Ligue 1,22,1998
468,Francesco Cassata\Francesco-Cassata,ITA,DF,Genoa,it Serie A,23,1997
469,Timothy Castagne\Timothy-Castagne,BEL,DF,Leicester City,eng Premier League,24,1995
470,Koen Casteels\Koen-Casteels,BEL,GK,Wolfsburg,de Bundesliga,28,1992
471,Jean-Charles Castelletto\Jean-Charles-Castelletto,CMR,DF,Nantes,fr Ligue 1,25,1995
472,Samu Castillejo\Samu-Castillejo,ESP,FW,Milan,it Serie A,25,1995
473,Gonzalo Castro\Gonzalo-Castro,GER,MFFW,Stuttgart,de Bundesliga,33,1987
474,Jonny Castro\Jonny-Castro,ESP,DF,Wolves,eng Premier League,26,1994
475,Gaetano Castrovilli\Gaetano-Castrovilli,ITA,MF,Fiorentina,it Serie A,23,1997
476,Danilo Cataldi\Danilo-Cataldi,ITA,MF,Lazio,it Serie A,25,1994
477,Ivan Cavaleiro\Ivan-Cavaleiro,POR,FWMF,Fulham,eng Premier League,26,1993
478,Edinson Cavani\Edinson-Cavani,URU,FW,Manchester Utd,eng Premier League,33,1987
479,Dani Ceballos\Dani-Ceballos,ESP,MF,Arsenal,eng Premier League,23,1996
480,Federico Ceccherini\Federico-Ceccherini,ITA,DF,Hellas Verona,it Serie A,28,1992
481,Federico Ceccherini\Federico-Ceccherini,ITA,DF,Fiorentina,it Serie A,28,1992
482,Zeki Çelik\Zeki-Celik,TUR,DF,Lille,fr Ligue 1,23,1997
483,Bersant Celina\Bersant-Celina,KVX,MFFW,Dijon,fr Ligue 1,23,1996
484,Fabien Centonze\Fabien-Centonze,FRA,DF,Metz,fr Ligue 1,24,1996
485,Luca Ceppitelli\Luca-Ceppitelli,ITA,DF,Cagliari,it Serie A,30,1989
486,Alberto Cerri\Alberto-Cerri,ITA,FW,Cagliari,it Serie A,24,1996
487,Sava Cestic\Sava-Cestic,GER,DF,Köln,de Bundesliga,19,2001
488,Julian Chabot\Julian-Chabot,GER,DF,Spezia,it Serie A,22,1998
489,Nassim Chadli\Nassim-Chadli,FRA,FWMF,Nîmes,fr Ligue 1,19,2001
490,Fouad Chafik\Fouad-Chafik,MAR,DF,Dijon,fr Ligue 1,33,1986
491,Mehdi Chahiri\Mehdi-Chahiri,MAR,FWMF,Strasbourg,fr Ligue 1,24,1996
492,Sofian Chakla\Sofian-Chakla,MAR,DF,Villarreal,es La Liga,26,1993
493,Sofian Chakla\Sofian-Chakla,MAR,DF,Getafe,es La Liga,26,1993
494,Aníbal Chalá\Anibal-Chala,ECU,DF,Dijon,fr Ligue 1,24,1996
495,Trevoh Chalobah\Trevoh-Chalobah,ENG,DFMF,Lorient,fr Ligue 1,21,1999
496,Calum Chambers\Calum-Chambers,ENG,DF,Arsenal,eng Premier League,25,1995
497,Timothy Chandler\Timothy-Chandler,USA,DF,Eint Frankfurt,de Bundesliga,30,1990
498,Kwon Chang-hoon\Kwon-Chang-hoon,KOR,MFFW,Freiburg,de Bundesliga,26,1994
499,Gaëtan Charbonnier\Gaetan-Charbonnier,FRA,MFFW,Brest,fr Ligue 1,31,1988
500,Brendan Chardonnet\Brendan-Chardonnet,FRA,DF,Brest,fr Ligue 1,25,1994
501,Xavier Chavalerin\Xavier-Chavalerin,FRA,MF,Reims,fr Ligue 1,29,1991
502,Pape Cheikh Diop\Pape-Cheikh-Diop,SEN,MF,Dijon,fr Ligue 1,22,1997
503,Chema\Chema,ESP,DFMF,Getafe,es La Liga,28,1992
504,Rayan Cherki\Rayan-Cherki,FRA,FWMF,Lyon,fr Ligue 1,16,2003
505,Denis Cheryshev\Denis-Cheryshev,RUS,MF,Valencia,es La Liga,29,1990
506,Giorgio Chiellini\Giorgio-Chiellini,ITA,DF,Juventus,it Serie A,35,1984
507,Federico Chiesa\Federico-Chiesa,ITA,DF,Fiorentina,it Serie A,22,1997
508,Federico Chiesa\Federico-Chiesa,ITA,MFDF,Juventus,it Serie A,22,1997
509,Ben Chilwell\Ben-Chilwell,ENG,DF,Chelsea,eng Premier League,23,1996
510,Vlad Chiricheș\Vlad-Chiriches,ROU,DF,Sassuolo,it Serie A,30,1989
511,Pedro Chirivella\Pedro-Chirivella,ESP,MF,Nantes,fr Ligue 1,23,1997
512,Tahith Chong\Tahith-Chong,NED,FWMF,Werder Bremen,de Bundesliga,20,1999
513,Joris Chotard\Joris-Chotard,FRA,MF,Montpellier,fr Ligue 1,18,2001
514,Hamza Choudhury\Hamza-Choudhury,ENG,MF,Leicester City,eng Premier League,22,1997
515,Mounir Chouiar\Mounir-Chouiar,FRA,FWMF,Dijon,fr Ligue 1,21,1999
516,Andreas Christensen\Andreas-Christensen,DEN,DF,Chelsea,eng Premier League,24,1996
517,Carney Chukwuemeka\Carney-Chukwuemeka,ENG,FWMF,Aston Villa,eng Premier League,16,2004
518,Samuel Chukwueze\Samuel-Chukwueze,NGA,MFFW,Villarreal,es La Liga,21,1999
519,Darko Churlinov\Darko-Churlinov,MKD,DFFW,Stuttgart,de Bundesliga,20,2000
520,Víctor Chust\Victor-Chust,ESP,DF,Real Madrid,es La Liga,20,2000
521,Sébastien Cibois\Sebastien-Cibois,FRA,GK,Brest,fr Ligue 1,22,1998
522,Cifu\Cifu,ESP,DF,Elche,es La Liga,29,1990
523,Alberto Cifuentes\Alberto-Cifuentes,ESP,GK,Cádiz,es La Liga,41,1979
524,Luca Cigarini\Luca-Cigarini,ITA,MF,Crotone,it Serie A,34,1986
525,Jasper Cillessen\Jasper-Cillessen,NED,GK,Valencia,es La Liga,31,1989
526,Antonio Cioffi\Antonio-Cioffi,ITA,FW,Napoli,it Serie A,17,2002
527,Tim Civeja\Tim-Civeja,GER,MFDF,Augsburg,de Bundesliga,18,2002
528,Ciaran Clark\Ciaran-Clark,IRL,DF,Newcastle Utd,eng Premier League,30,1989
529,Alexis Claude-Maurice\Alexis-Claude-Maurice,FRA,MFFW,Nice,fr Ligue 1,22,1998
530,Jonathan Clauss\Jonathan-Clauss,FRA,DF,Lens,fr Ligue 1,27,1992
531,Carlos Clerc\Carlos-Clerc,ESP,DF,Levante,es La Liga,28,1992
532,Nathaniel Clyne\Nathaniel-Clyne,ENG,DF,Crystal Palace,eng Premier League,29,1991
533,Conor Coady\Conor-Coady,ENG,DF,Wolves,eng Premier League,27,1993
534,Marcus Coco\Marcus-Coco,FRA,MFFW,Nantes,fr Ligue 1,24,1996
535,Coke\Coke,ESP,DF,Levante,es La Liga,33,1987
536,Séamus Coleman\Seamus-Coleman,IRL,DFMF,Everton,eng Premier League,31,1988
537,Ebrima Colley\Ebrima-Colley,GAM,FWMF,Hellas Verona,it Serie A,20,2000
538,Omar Colley\Omar-Colley,GAM,DF,Sampdoria,it Serie A,27,1992
539,Simone Colombi\Simone-Colombi,ITA,GK,Parma,it Serie A,29,1991
540,Lorenzo Colombo\Lorenzo-Colombo,ITA,FW,Milan,it Serie A,18,2002
541,Racine Coly\Racine-Coly,SEN,DF,Nice,fr Ligue 1,24,1995
542,Kingsley Coman\Kingsley-Coman,FRA,FWMF,Bayern Munich,de Bundesliga,24,1996
543,Daniel Congré\Daniel-Congre,FRA,DF,Montpellier,fr Ligue 1,35,1985
544,Aaron Connolly\Aaron-Connolly,IRL,FW,Brighton,eng Premier League,20,2000
545,Andrea Consigli\Andrea-Consigli,ITA,GK,Sassuolo,it Serie A,33,1987
546,Andrea Conti\Andrea-Conti,ITA,DF,Milan,it Serie A,26,1994
547,Andrea Conti\Andrea-Conti,ITA,DF,Parma,it Serie A,26,1994
548,Liam Cooper\Liam-Cooper,SCO,DF,Leeds United,eng Premier League,28,1991
549,Francis Coquelin\Francis-Coquelin,FRA,MF,Villarreal,es La Liga,29,1991
550,Theo Corbeanu\Theo-Corbeanu,CAN,FW,Wolves,eng Premier League,18,2002
551,Sébastien Corchia\Sebastien-Corchia,FRA,DF,Nantes,fr Ligue 1,29,1990
552,Alex Cordaz\Alex-Cordaz,ITA,GK,Crotone,it Serie A,37,1983
553,Iñigo Córdoba\Inigo-Cordoba,ESP,FWMF,Athletic Club,es La Liga,23,1997
554,Iñigo Córdoba\Inigo-Cordoba,ESP,MF,Alavés,es La Liga,23,1997
555,Jhon Córdoba\Jhon-Cordoba,COL,FW,Hertha BSC,de Bundesliga,27,1993
556,Sergio Córdova\Sergio-Cordova,VEN,FWMF,Arminia,de Bundesliga,22,1997
557,Jack Cork\Jack-Cork,ENG,MF,Burnley,eng Premier League,31,1989
558,Andreas Cornelius\Andreas-Cornelius,DEN,FW,Parma,it Serie A,27,1993
559,Maxwel Cornet\Maxwel-Cornet,CIV,DFFW,Lyon,fr Ligue 1,23,1996
560,Ángel Correa\Angel-Correa,ARG,FWMF,Atlético Madrid,es La Liga,25,1995
561,Joaquín Correa\Joaquin-Correa,ARG,FW,Lazio,it Serie A,25,1994
562,Rober Correa\Rober-Correa,ESP,DF,Eibar,es La Liga,27,1992
563,Félix Correia\Felix-Correia,POR,MF,Juventus,it Serie A,19,2001
564,Thierry Correia\Thierry-Correia,POR,DF,Valencia,es La Liga,21,1999
565,Angelo da Costa Júnior\Angelo-da-Costa-Junior,BRA,GK,Bologna,it Serie A,36,1983
566,Danny da Costa\Danny-da-Costa,GER,DF,Mainz 05,de Bundesliga,27,1993
567,Danny da Costa\Danny-da-Costa,GER,DF,Eint Frankfurt,de Bundesliga,27,1993
568,David Pereira da Costa\David-Pereira-da-Costa,POR,MFFW,Lens,fr Ligue 1,19,2001
569,Diego Costa\Diego-Costa,ESP,FW,Atlético Madrid,es La Liga,31,1988
570,Douglas Costa\Douglas-Costa,BRA,MFFW,Juventus,it Serie A,29,1990
571,Douglas Costa\Douglas-Costa,BRA,FWMF,Bayern Munich,de Bundesliga,29,1990
572,Hélder Costa\Helder-Costa,POR,MFFW,Leeds United,eng Premier League,26,1994
573,Jaume Costa\Jaume-Costa,ESP,DFMF,Villarreal,es La Liga,32,1988
574,Charles Costes\Charles-Costes,FRA,MF,Dijon,fr Ligue 1,17,2002
575,Benoît Costil\Benoit-Costil,FRA,GK,Bordeaux,fr Ligue 1,33,1987
576,Vladimír Coufal\Vladimir-Coufal,CZE,DF,West Ham,eng Premier League,27,1992
577,Kalifa Coulibaly\Kalifa-Coulibaly,MLI,FW,Nantes,fr Ligue 1,28,1991
578,Lassana Coulibaly\Lassana-Coulibaly,MLI,MFFW,Angers,fr Ligue 1,24,1996
579,Mamadou Coulibaly\Mamadou-Coulibaly,SEN,MF,Udinese,it Serie A,21,1999
580,Senou Coulibaly\Senou-Coulibaly,MLI,DF,Dijon,fr Ligue 1,25,1994
581,Tanguy Coulibaly\Tanguy-Coulibaly,FRA,DFFW,Stuttgart,de Bundesliga,19,2001
582,Thibaut Courtois\Thibaut-Courtois,BEL,GK,Real Madrid,es La Liga,28,1992
583,Philippe Coutinho\Philippe-Coutinho,BRA,MFFW,Barcelona,es La Liga,28,1992
584,Nicolas Cozza\Nicolas-Cozza,FRA,DF,Montpellier,fr Ligue 1,21,1999
585,Alessio Cragno\Alessio-Cragno,ITA,GK,Cagliari,it Serie A,26,1994
586,Gian Crespi\Gian-Crespi,ITA,GK,Crotone,it Serie A,19,2001
587,Aaron Cresswell\Aaron-Cresswell,ENG,DF,West Ham,eng Premier League,30,1989
588,Domenico Criscito\Domenico-Criscito,ITA,DF,Genoa,it Serie A,33,1986
589,Bryan Cristante\Bryan-Cristante,ITA,DFMF,Roma,it Serie A,25,1995
590,Giovanni Crociata\Giovanni-Crociata,ITA,DFMF,Crotone,it Serie A,22,1997
