Unnamed: 0,Tackles,Tackles.1,Tackles.2,Tackles.3,Tackles.4,Vs Dribbles,Vs Dribbles.1,Vs Dribbles.2,Vs Dribbles.3,Pressures,Pressures.1,Pressures.2,Pressures.3,Pressures.4,Pressures.5,Blocks,Blocks.1,Blocks.2,Blocks.3,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31
Rk,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err
953,69,45,26,32,11,23,47,48.9,24,395,129,32.7,118,192,85,29,7,0,22,25,94,16,0
954,3,3,1,2,0,1,10,10,9,156,45,28.8,15,57,84,9,2,0,7,10,13,4,0
955,6,4,2,4,0,2,8,25,6,75,21,28,10,46,19,7,0,0,7,4,10,3,0
956,15,10,5,8,2,3,11,27.3,8,115,47,40.9,33,59,23,13,0,0,13,10,25,6,0
957,34,23,10,21,3,14,44,31.8,30,282,93,33,68,165,49,29,7,0,22,29,63,56,0
958,41,29,21,18,2,17,30,56.7,13,302,129,42.7,143,151,8,51,20,0,31,53,94,267,0
959,10,4,7,2,1,3,10,30,7,49,13,26.5,30,18,1,5,1,0,4,5,15,12,0
960,26,18,9,15,2,6,33,18.2,27,249,72,28.9,85,139,25,24,3,0,21,13,39,30,0
961,9,3,5,4,0,5,14,35.7,9,66,20,30.3,20,34,12,11,1,0,10,5,14,18,0
962,37,21,8,20,9,6,24,25,18,375,95,25.3,50,171,154,40,3,0,37,10,47,18,0
963,50,39,28,17,5,17,42,40.5,25,422,134,31.8,137,182,103,54,3,0,51,27,77,28,0
964,1,1,0,1,0,0,1,0,1,3,1,33.3,0,1,2,0,0,0,0,0,1,0,0
965,27,14,17,7,3,8,17,47.1,9,107,32,29.9,53,48,6,18,8,0,10,17,44,55,0
966,51,19,18,27,6,16,38,42.1,22,293,74,25.3,112,132,49,43,4,0,39,26,77,71,0
967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,6,4,2,4,0,1,5,20,4,90,22,24.4,13,36,41,3,2,0,1,1,7,0,0
969,0,0,0,0,0,0,0,0,0,1,1,100,1,0,0,0,0,0,0,0,0,0,0
970,1,1,0,1,0,0,1,0,1,4,2,50,0,1,3,1,0,0,1,0,1,1,0
971,6,4,4,1,1,1,8,12.5,7,69,23,33.3,18,24,27,3,0,0,3,1,7,2,1
972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
973,12,6,4,6,2,2,11,18.2,9,142,40,28.2,41,60,41,9,1,0,8,8,20,19,0
974,71,34,47,14,10,29,72,40.3,43,492,145,29.5,244,163,85,71,13,0,58,61,132,122,1
975,0,0,0,0,0,0,0,0,0,5,2,40,0,2,3,0,0,0,0,0,0,0,0
976,18,11,3,12,3,6,13,46.2,7,145,45,31,27,79,39,9,0,0,9,5,23,1,0
977,21,12,11,3,7,6,20,30,14,210,73,34.8,54,93,63,19,3,0,16,13,34,26,0
978,59,37,18,30,11,15,47,31.9,32,557,179,32.1,121,292,144,32,2,0,30,17,76,32,0
979,10,2,3,5,2,2,12,16.7,10,150,36,24,30,62,58,10,2,0,8,9,19,23,0
980,6,4,3,3,0,1,12,8.3,11,199,46,23.1,43,77,79,10,2,0,8,13,19,3,0
981,13,6,9,4,0,4,9,44.4,5,90,18,20,22,45,23,12,0,0,12,4,17,5,0
982,0,0,0,0,0,0,1,0,1,9,3,33.3,2,3,4,0,0,0,0,0,0,0,0
983,16,10,8,5,3,4,18,22.2,14,218,52,23.9,60,82,76,11,0,0,11,10,26,12,0
984,30,15,19,10,1,12,30,40,18,190,56,29.5,73,79,38,25,2,0,23,16,46,31,0
985,4,1,3,1,0,0,1,0,1,32,7,21.9,9,16,7,5,3,0,2,2,6,3,0
986,14,6,9,3,2,3,7,42.9,4,80,20,25,42,30,8,17,6,0,11,14,28,33,0
987,7,6,2,3,2,3,11,27.3,8,109,37,33.9,21,48,40,6,0,0,6,3,10,1,0
988,18,9,13,3,2,6,8,75,2,78,20,25.6,36,24,18,9,2,0,7,8,26,18,1
989,0,0,0,0,0,0,3,0,3,7,3,42.9,7,0,0,2,0,0,2,0,0,0,1
990,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
991,3,1,1,2,0,1,6,16.7,5,68,18,26.5,24,34,10,5,2,0,3,5,8,1,0
992,3,2,2,1,0,1,4,25,3,59,17,28.8,7,27,25,5,0,0,5,3,6,0,0
993,4,2,1,3,0,1,10,10,9,66,14,21.2,6,35,25,1,0,0,1,0,4,4,0
994,30,18,16,13,1,11,28,39.3,17,178,72,40.4,94,71,13,57,32,3,25,39,69,183,0
995,83,49,61,22,0,34,72,47.2,38,352,135,38.4,225,116,11,57,21,2,36,30,113,146,0
996,8,4,0,5,3,0,3,0,3,132,35,26.5,15,51,66,3,1,0,2,4,12,10,0
997,3,1,1,1,1,1,5,20,4,94,22,23.4,8,48,38,2,0,0,2,2,5,3,0
998,58,34,43,14,1,22,51,43.1,29,305,121,39.7,203,91,11,58,37,0,21,39,97,220,1
999,37,23,10,16,11,11,32,34.4,21,298,92,30.9,48,127,123,20,1,0,19,23,60,2,0
1000,56,29,40,14,2,25,39,64.1,14,370,115,31.1,237,110,23,85,39,1,46,45,101,135,0
1001,62,33,48,14,0,21,43,48.8,22,276,103,37.3,179,90,7,51,21,0,30,44,106,184,1
1002,2,1,0,2,0,0,1,0,1,20,3,15,1,15,4,1,0,0,1,0,2,1,0
1003,5,4,2,2,1,1,8,12.5,7,79,25,31.6,14,44,21,5,0,0,5,4,9,4,0
1004,34,21,24,9,1,12,23,52.2,11,209,66,31.6,115,81,13,24,7,0,17,29,63,92,2
1005,34,18,22,8,4,10,24,41.7,14,289,103,35.6,173,104,12,54,28,0,26,27,61,127,1
1006,0,0,0,0,0,0,1,0,1,4,2,50,4,0,0,1,0,0,1,1,1,1,0
1007,25,15,8,13,4,6,44,13.6,38,315,93,29.5,60,158,97,23,0,0,23,16,41,4,0
1008,2,2,1,0,1,0,2,0,2,8,2,25,2,4,2,0,0,0,0,0,2,0,0
1009,48,34,22,23,3,19,58,32.8,39,369,119,32.2,124,186,59,30,1,0,29,15,63,9,0
1010,6,5,3,2,1,0,10,0,10,286,49,17.1,21,141,124,8,1,0,7,3,9,3,0
1011,4,3,1,2,1,2,8,25,6,74,13,17.6,18,38,18,9,0,0,9,2,6,3,0
1012,5,2,2,3,0,0,4,0,4,39,15,38.5,24,13,2,7,3,0,4,5,10,32,2
1013,11,9,3,7,1,3,15,20,12,250,58,23.2,18,120,112,13,4,0,9,2,13,30,0
1014,24,15,8,10,6,10,40,25,30,372,110,29.6,81,169,122,33,3,0,30,21,45,17,0
1015,5,4,2,2,1,0,5,0,5,86,22,25.6,11,50,25,6,1,0,5,3,8,1,0
1016,13,7,4,6,3,7,20,35,13,153,48,31.4,33,68,52,15,1,0,14,19,32,6,0
1017,6,3,4,2,0,1,2,50,1,51,18,35.3,28,23,0,9,3,0,6,3,9,34,0
1018,28,17,13,12,3,11,24,45.8,13,162,49,30.2,58,68,36,16,0,0,16,18,46,4,0
1019,0,0,0,0,0,0,1,0,1,3,1,33.3,3,0,0,0,0,0,0,0,0,1,0
1020,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1021,65,50,26,34,5,22,52,42.3,30,315,104,33,121,165,29,17,0,0,17,24,89,19,0
1022,14,11,4,8,2,2,14,14.3,12,172,47,27.3,26,86,60,12,0,0,12,4,18,6,0
1023,38,20,29,8,1,21,35,60,14,181,65,35.9,119,52,10,48,18,0,30,31,69,143,0
1024,32,15,22,10,0,14,30,46.7,16,249,78,31.3,148,96,5,35,17,0,18,29,61,147,3
1025,16,12,9,5,2,4,11,36.4,7,130,44,33.8,82,45,3,27,11,1,16,15,31,83,2
1026,5,5,2,2,1,0,8,0,8,119,26,21.8,18,38,63,15,4,0,11,3,8,7,0
1027,0,0,0,0,0,0,2,0,2,18,4,22.2,3,15,0,0,0,0,0,2,2,2,0
1028,0,0,0,0,0,0,1,0,1,10,3,30,0,9,1,1,1,0,0,0,0,1,0
1029,3,2,3,0,0,0,2,0,2,18,3,16.7,5,9,4,2,0,0,2,1,4,1,0
1030,47,28,17,26,4,13,35,37.1,22,307,111,36.2,89,160,58,41,2,0,39,49,96,19,0
1031,70,35,40,25,5,30,80,37.5,50,356,113,31.7,150,133,73,33,2,0,31,26,96,54,0
1032,56,28,22,24,10,11,41,26.8,30,368,98,26.6,88,170,110,53,8,1,45,43,99,40,1
1033,34,22,6,17,11,11,40,27.5,29,356,90,25.3,51,127,178,43,5,0,38,16,50,15,0
1034,39,32,21,15,3,12,31,38.7,19,269,96,35.7,151,104,14,54,20,0,34,51,90,220,3
1035,63,31,28,30,5,20,47,42.6,27,314,112,35.7,150,141,23,40,19,1,21,48,111,124,0
1036,6,3,3,3,0,3,6,50,3,167,41,24.6,24,64,79,7,0,0,7,11,17,13,0
1037,24,13,16,5,3,10,29,34.5,19,223,54,24.2,95,89,39,38,9,0,29,22,46,32,0
1038,37,16,25,10,2,16,38,42.1,22,191,61,31.9,115,71,5,69,38,0,31,50,87,170,0
1039,2,1,2,0,0,0,0,0,0,3,1,33.3,2,0,1,0,0,0,0,0,2,0,0
1040,3,3,1,1,1,0,3,0,3,43,15,34.9,7,16,20,1,0,0,1,2,5,7,0
1041,9,7,2,4,3,2,5,40,3,144,33,22.9,8,64,72,8,0,0,8,2,11,8,0
1042,27,19,6,15,6,4,18,22.2,14,316,100,31.6,85,115,116,26,3,0,23,13,40,6,1
1043,0,0,0,0,0,0,0,0,0,3,2,66.7,3,0,0,0,0,0,0,0,0,0,0
1044,19,12,8,6,5,4,23,17.4,19,263,74,28.1,53,115,95,7,0,0,7,9,28,3,0
1045,14,10,4,10,0,1,8,12.5,7,182,52,28.6,22,117,43,7,1,0,6,1,15,14,0
1046,14,8,4,8,2,3,30,10,27,201,44,21.9,41,114,46,10,0,0,10,11,25,4,0
1047,25,14,12,11,2,7,25,28,18,193,55,28.5,67,94,32,16,3,0,13,5,30,11,0
1048,39,28,12,17,10,10,42,23.8,32,423,133,31.4,65,202,156,32,4,0,28,13,52,14,0
1049,21,12,8,9,4,13,41,31.7,28,261,59,22.6,63,108,90,29,1,0,28,26,47,18,1
1050,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1051,38,25,22,15,1,9,48,18.8,39,337,102,30.3,112,168,57,50,8,0,42,47,85,54,0
1052,48,34,22,24,2,15,38,39.5,23,318,111,34.9,136,153,29,18,2,0,16,29,77,53,0
1053,44,24,24,15,5,19,47,40.4,28,430,112,26,141,189,100,33,5,0,28,25,69,24,0
1054,1,0,1,0,0,1,6,16.7,5,22,3,13.6,11,8,3,1,0,0,1,0,1,2,0
1055,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1056,75,47,32,39,4,26,61,42.6,35,464,151,32.5,183,235,46,43,5,0,38,36,111,29,1
1057,0,0,0,0,0,0,1,0,1,4,1,25,4,0,0,0,0,0,0,0,0,1,0
1058,29,16,12,12,5,8,24,33.3,16,202,52,25.7,72,101,29,15,4,0,11,22,51,23,1
1059,11,7,1,3,7,3,27,11.1,24,418,106,25.4,32,206,180,16,2,0,14,9,20,16,1
1060,27,16,17,10,0,8,15,53.3,7,160,54,33.8,68,77,15,16,7,0,9,14,41,40,2
1061,26,17,11,9,6,9,40,22.5,31,336,87,25.9,93,132,111,31,1,0,30,19,45,5,0
1062,27,24,14,9,4,5,22,22.7,17,270,92,34.1,88,130,52,33,5,0,28,22,49,23,1
1063,31,20,14,10,7,15,34,44.1,19,190,60,31.6,68,73,49,36,4,0,32,33,64,36,1
1064,0,0,0,0,0,0,1,0,1,18,3,16.7,2,7,9,0,0,0,0,1,1,2,0
1065,17,8,13,3,1,10,19,52.6,9,88,26,29.5,64,20,4,14,7,0,7,22,39,72,0
1066,45,31,19,23,3,15,41,36.6,26,391,105,26.9,124,216,51,32,5,0,27,23,68,46,1
1067,20,13,11,7,2,8,26,30.8,18,192,52,27.1,41,74,77,18,2,0,16,15,35,4,0
1068,60,35,27,26,7,17,59,28.8,42,384,118,30.7,123,220,41,46,9,0,37,43,103,41,1
1069,2,2,0,2,0,1,3,33.3,2,47,9,19.1,4,24,19,0,0,0,0,0,2,1,0
1070,23,14,11,9,3,6,16,37.5,10,108,33,30.6,37,63,8,18,7,1,11,21,44,36,0
1071,37,22,21,12,4,14,33,42.4,19,235,74,31.5,103,91,41,28,3,0,25,36,73,34,0
1072,24,14,17,7,0,6,18,33.3,12,159,47,29.6,95,63,1,33,15,0,18,23,47,149,4
1073,85,53,27,44,14,29,77,37.7,48,437,141,32.3,136,230,71,24,6,0,18,19,104,17,0
1074,5,3,0,3,2,0,3,0,3,215,47,21.9,9,95,111,14,7,0,7,5,10,14,0
1075,0,0,0,0,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
1076,22,11,10,10,2,4,20,20,16,171,53,31,93,73,5,35,13,0,22,30,52,87,0
1077,19,13,11,6,2,6,17,35.3,11,199,63,31.7,97,72,30,34,4,0,30,28,47,28,0
1078,25,18,9,10,6,8,37,21.6,29,215,65,30.2,46,102,67,15,4,0,11,19,44,14,0
1079,48,26,27,16,5,20,58,34.5,38,392,101,25.8,153,156,83,53,7,0,46,30,78,44,0
1080,32,17,17,14,1,5,12,41.7,7,191,71,37.2,95,90,6,44,30,1,14,48,80,140,1
1081,19,12,6,10,3,4,16,25,12,159,43,27,29,95,35,10,1,0,9,9,28,8,0
1082,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1083,40,26,15,20,5,11,40,27.5,29,417,115,27.6,161,194,62,42,2,0,40,43,83,30,0
1084,25,15,18,7,0,7,18,38.9,11,132,47,35.6,86,44,2,26,14,0,12,19,44,89,0
1085,4,2,1,3,0,1,5,20,4,64,17,26.6,20,31,13,7,1,0,6,6,10,9,0
1086,32,20,15,11,6,8,21,38.1,13,405,124,30.6,91,169,145,20,3,0,17,23,55,6,0
1087,7,6,2,2,3,1,10,10,9,320,105,32.8,8,90,222,20,9,0,11,5,12,15,0
1088,9,7,3,3,3,4,19,21.1,15,150,41,27.3,43,67,40,9,2,0,7,4,13,9,0
1089,43,25,31,10,2,24,37,64.9,13,135,58,43,91,38,6,25,20,0,5,30,73,121,2
1090,0,0,0,0,0,0,0,0,0,3,2,66.7,0,0,3,1,0,0,1,0,0,0,0
1091,11,9,5,5,1,2,19,10.5,17,160,39,24.4,38,73,49,8,0,0,8,3,14,5,0
1092,44,20,16,20,8,14,53,26.4,39,510,103,20.2,90,244,176,49,4,0,45,18,62,26,0
1093,58,31,20,23,15,14,45,31.1,31,397,122,30.7,82,221,94,45,2,0,43,30,88,27,0
1094,58,29,23,29,6,22,45,48.9,23,373,113,30.3,158,156,59,59,6,0,53,32,90,73,2
1095,52,30,26,18,8,24,56,42.9,32,500,145,29,183,170,147,40,1,0,39,25,77,28,0
1096,11,4,1,5,5,4,18,22.2,14,199,42,21.1,12,115,72,4,1,0,3,5,16,7,0
1097,39,24,26,11,2,10,41,24.4,31,189,85,45,90,77,22,18,3,0,15,17,56,53,1
1098,20,14,4,10,6,3,9,33.3,6,165,50,30.3,16,92,57,12,1,0,11,7,27,7,0
1099,16,8,2,8,6,2,21,9.5,19,344,96,27.9,51,135,158,24,3,0,21,6,22,8,0
1100,0,0,0,0,0,0,0,0,0,3,1,33.3,3,0,0,0,0,0,0,0,0,0,2
1101,10,5,2,6,2,3,6,50,3,58,15,25.9,16,24,18,4,0,0,4,2,12,4,0
1102,24,17,11,10,3,7,27,25.9,20,356,106,29.8,104,180,72,12,2,0,10,23,47,10,0
1103,2,1,1,1,0,1,1,100,0,10,0,0,2,7,1,0,0,0,0,0,2,0,0
1104,67,35,29,25,13,19,51,37.3,32,631,175,27.7,167,226,238,39,3,0,36,25,92,26,0
1105,35,21,16,16,3,12,37,32.4,25,332,98,29.5,87,174,71,28,5,0,23,16,51,14,0
1106,55,39,34,15,6,25,63,39.7,38,345,122,35.4,158,156,31,39,15,0,24,33,88,73,0
1107,27,15,11,14,2,10,24,41.7,14,208,68,32.7,54,85,69,17,1,0,16,14,41,14,0
1108,5,4,3,2,0,0,1,0,1,39,14,35.9,24,14,1,6,4,0,2,12,17,65,0
1109,19,11,5,11,3,4,23,17.4,19,261,59,22.6,39,127,95,27,2,0,25,11,30,15,1
1110,50,34,14,28,8,7,27,25.9,20,407,101,24.8,158,194,55,42,8,0,34,46,96,57,1
1111,1,0,0,1,0,1,5,20,4,34,5,14.7,8,17,9,2,1,0,1,4,5,1,0
1112,7,5,5,2,0,5,15,33.3,10,144,42,29.2,45,59,40,10,0,0,10,10,17,3,0
1113,28,15,9,15,4,8,34,23.5,26,276,77,27.9,78,128,70,28,5,0,23,19,47,24,3
1114,7,5,4,3,0,3,7,42.9,4,28,11,39.3,21,7,0,6,3,1,3,0,7,11,0
1115,7,5,4,2,1,1,4,25,3,137,42,30.7,16,64,57,4,0,0,4,3,10,3,0
1116,0,0,0,0,0,0,0,0,0,10,4,40,8,2,0,2,0,0,2,0,0,11,0
1117,29,16,24,5,0,8,19,42.1,11,154,57,37,91,58,5,22,12,1,10,21,50,61,0
1118,0,0,0,0,0,0,1,0,1,4,1,25,4,0,0,0,0,0,0,0,0,0,0
1119,19,9,8,7,4,8,29,27.6,21,184,60,32.6,60,85,39,28,4,1,24,29,48,43,1
1120,6,4,3,3,0,2,14,14.3,12,173,48,27.7,41,104,28,24,9,0,15,12,18,28,0
1121,17,11,7,6,4,2,6,33.3,4,92,32,34.8,32,42,18,15,2,0,13,9,26,9,0
1122,6,4,4,1,1,2,4,50,2,58,21,36.2,26,22,10,6,2,0,4,2,8,10,0
1123,7,2,3,3,1,2,11,18.2,9,142,32,22.5,44,64,34,13,2,0,11,10,17,10,0
1124,7,2,3,2,2,4,10,40,6,79,19,24.1,19,29,31,10,1,0,9,8,15,7,1
1125,20,10,14,5,1,5,11,45.5,6,105,35,33.3,65,37,3,23,9,0,14,16,36,83,0
1126,46,24,23,19,4,12,31,38.7,19,216,63,29.2,86,89,41,29,3,0,26,25,71,47,0
1127,61,37,45,12,4,37,67,55.2,30,261,77,29.5,150,91,20,47,10,0,37,34,95,85,0
1128,31,21,21,9,1,10,16,62.5,6,133,45,33.8,75,50,8,38,19,0,19,44,75,173,0
1129,50,27,25,17,8,19,39,48.7,20,247,93,37.7,102,99,46,36,7,0,29,20,70,58,0
1130,5,2,2,1,2,4,18,22.2,14,72,19,26.4,11,40,21,2,0,0,2,5,10,1,0
1131,65,43,32,28,5,21,38,55.3,17,386,122,31.6,164,166,56,60,8,0,52,45,110,58,2
1132,55,26,26,26,3,27,64,42.2,37,620,130,21,193,327,100,50,5,0,45,20,75,44,1
1133,55,36,15,28,12,26,72,36.1,46,429,126,29.4,96,210,123,44,6,0,38,26,81,34,1
1134,17,13,8,6,3,6,18,33.3,12,139,41,29.5,56,73,10,12,2,0,10,9,26,18,0
1135,0,0,0,0,0,0,2,0,2,3,0,0,3,0,0,1,0,0,1,0,0,2,0
1136,58,41,21,31,6,14,56,25,42,583,151,25.9,166,314,103,59,15,2,44,26,84,47,0
1137,16,12,8,3,5,3,15,20,12,129,42,32.6,23,53,53,15,0,0,15,8,24,8,0
1138,26,17,9,14,3,15,31,48.4,16,142,43,30.3,58,66,18,11,0,0,11,16,42,15,0
1139,59,37,38,17,4,35,76,46.1,41,496,126,25.4,219,207,70,49,5,0,44,32,91,27,0
1140,29,17,9,15,5,13,71,18.3,58,617,141,22.9,120,319,178,34,3,0,31,23,52,4,0
1141,13,6,10,2,1,6,17,35.3,11,94,33,35.1,45,34,15,17,2,0,15,12,25,15,0
1142,19,6,15,3,1,7,22,31.8,15,147,45,30.6,99,44,4,48,26,2,22,42,61,167,4
1143,76,43,52,22,2,32,74,43.2,42,343,122,35.6,204,119,20,45,15,0,30,36,112,144,3
1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,28,14,23,5,0,12,19,63.2,7,103,24,23.3,73,30,0,18,6,0,12,12,40,65,1
1146,18,10,15,2,1,8,19,42.1,11,134,28,20.9,80,44,10,7,1,0,6,9,27,20,0
1147,76,44,27,39,10,24,68,35.3,44,573,149,26,170,317,86,53,10,0,43,53,129,49,2
1148,31,20,11,16,4,11,61,18,50,458,109,23.8,105,229,124,37,2,0,35,31,62,19,0
1149,3,3,0,3,0,1,3,33.3,2,15,6,40,8,7,0,1,0,0,1,1,4,4,0
1150,39,21,26,8,5,9,27,33.3,18,296,89,30.1,172,108,16,54,31,0,23,23,62,157,0
1151,31,18,11,13,7,9,36,25,27,456,139,30.5,89,195,172,28,4,0,24,15,46,17,2
1152,65,38,38,20,7,22,55,40,33,316,97,30.7,162,115,39,55,13,0,42,41,106,110,3
1153,5,1,3,1,1,2,3,66.7,1,43,13,30.2,14,17,12,2,0,0,2,0,5,2,0
1154,37,24,17,14,6,9,29,31,20,491,110,22.4,157,170,164,30,2,0,28,24,61,29,0
1155,13,10,3,8,2,2,8,25,6,251,65,25.9,40,111,100,13,3,0,10,9,22,14,0
1156,33,19,24,8,1,14,31,45.2,17,224,66,29.5,136,76,12,30,2,0,28,18,51,72,1
1157,0,0,0,0,0,0,4,0,4,6,1,16.7,5,1,0,1,0,0,1,1,1,2,1
1158,0,0,0,0,0,0,0,0,0,6,0,0,0,1,5,0,0,0,0,1,1,0,0
1159,0,0,0,0,0,0,2,0,2,17,6,35.3,4,6,7,3,0,0,3,0,0,2,0
1160,0,0,0,0,0,0,1,0,1,5,1,20,4,1,0,0,0,0,0,0,0,4,0
1161,5,5,3,1,1,2,6,33.3,4,52,13,25,14,23,15,4,0,0,4,3,8,3,0
1162,8,4,6,2,0,5,14,35.7,9,74,21,28.4,41,31,2,12,3,0,9,11,19,33,0
1163,24,12,11,7,6,7,18,38.9,11,160,54,33.8,37,71,52,18,1,0,17,10,34,8,0
1164,0,0,0,0,0,0,2,0,2,9,1,11.1,4,3,2,0,0,0,0,0,0,0,0
1165,66,41,42,19,5,23,49,46.9,26,267,101,37.8,148,108,11,39,23,1,16,68,134,184,1
1166,7,7,3,2,2,1,7,14.3,6,110,40,36.4,15,34,61,7,0,0,7,1,8,3,0
1167,3,2,0,2,1,0,4,0,4,103,25,24.3,14,40,49,2,1,0,1,3,6,5,0
1168,30,18,20,9,1,14,36,38.9,22,232,65,28,108,88,36,35,4,0,31,35,65,51,1
1169,118,81,57,47,14,61,140,43.6,79,807,232,28.7,323,396,88,59,10,0,49,49,167,82,0
1170,23,16,14,8,1,7,20,35,13,147,41,27.9,85,49,13,24,3,0,21,7,30,48,1
1171,36,20,17,13,6,11,26,42.3,15,223,81,36.3,98,92,33,45,6,0,39,19,55,56,0
1172,67,50,39,23,5,20,37,54.1,17,356,130,36.5,190,134,32,62,21,1,41,60,127,117,0
1173,0,0,0,0,0,0,0,0,0,16,5,31.3,0,11,5,3,1,0,2,0,0,1,0
1174,18,13,9,7,2,5,19,26.3,14,126,39,31,50,61,15,19,8,0,11,5,23,28,0
1175,66,39,30,33,3,21,63,33.3,42,438,151,34.5,168,228,42,46,8,0,38,45,111,32,1
1176,7,5,0,4,3,2,10,20,8,121,36,29.8,5,54,62,6,3,0,3,7,14,26,1
1177,6,3,1,3,2,3,11,27.3,8,164,44,26.8,3,53,108,5,3,0,2,4,10,5,0
1178,2,1,0,1,1,0,1,0,1,7,3,42.9,2,3,2,1,0,0,1,1,3,0,0
1179,9,5,1,6,2,0,0,0,0,57,24,42.1,26,22,9,8,3,0,5,10,19,1,0
1180,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0
1181,27,16,12,10,5,6,13,46.2,7,156,42,26.9,51,73,32,15,2,0,13,13,40,29,0
1182,1,0,0,0,1,0,6,0,6,228,52,22.8,17,108,103,11,3,0,8,5,6,13,0
1183,24,11,12,12,0,6,12,50,6,119,40,33.6,48,60,11,23,8,0,15,28,52,40,2
1184,12,9,3,6,3,3,15,20,12,243,54,22.2,18,127,98,19,3,0,16,4,16,1,0
1185,21,14,5,8,8,5,23,21.7,18,354,91,25.7,42,162,150,18,0,0,18,11,32,7,0
1186,0,0,0,0,0,0,6,0,6,46,12,26.1,7,30,9,2,0,0,2,6,6,1,0
1187,14,9,4,8,2,5,12,41.7,7,161,43,26.7,27,87,47,13,1,0,12,8,22,6,0
1188,24,14,7,12,5,6,23,26.1,17,269,84,31.2,66,140,63,28,4,0,24,31,55,26,0
1189,9,4,1,3,5,3,19,15.8,16,194,54,27.8,16,75,103,13,0,0,13,6,15,2,2
1190,4,3,1,3,0,1,4,25,3,37,14,37.8,8,18,11,6,1,0,5,5,9,9,0
1191,46,28,26,18,2,14,38,36.8,24,296,87,29.4,133,142,21,43,13,0,30,24,70,60,1
1192,15,9,5,3,7,5,23,21.7,18,440,129,29.3,54,159,227,15,0,0,15,5,20,6,0
1193,39,23,23,11,5,14,38,36.8,24,378,97,25.7,169,150,59,35,5,0,30,33,72,47,0
1194,5,4,1,1,3,1,10,10,9,95,19,20,15,48,32,10,1,0,9,1,6,4,0
1195,25,13,6,16,3,11,33,33.3,22,392,95,24.2,55,164,173,47,3,0,44,7,32,17,2
1196,24,14,9,12,3,9,28,32.1,19,374,111,29.7,88,195,91,30,1,0,29,30,54,16,1
1197,27,12,8,13,6,11,79,13.9,68,371,93,25.1,125,148,98,33,2,0,31,49,76,11,1
1198,18,7,7,5,6,9,29,31,20,196,49,25,46,72,78,15,0,0,15,7,25,14,0
1199,30,18,22,8,0,12,32,37.5,20,227,79,34.8,151,70,6,20,8,0,12,15,45,80,0
1200,16,10,5,5,6,5,19,26.3,14,312,97,31.1,65,99,148,27,0,0,27,16,32,5,0
1201,51,35,19,27,5,15,56,26.8,41,543,159,29.3,141,299,103,44,13,0,31,35,86,31,0
1202,14,10,0,5,9,2,9,22.2,7,290,80,27.6,12,83,195,14,2,0,12,5,19,6,0
1203,9,8,4,4,1,1,15,6.7,14,144,42,29.2,28,79,37,10,1,0,9,5,14,4,0
1204,19,12,12,6,1,8,17,47.1,9,134,47,35.1,69,62,3,12,6,0,6,24,43,92,2
1205,14,5,9,5,0,5,12,41.7,7,83,18,21.7,54,28,1,15,7,0,8,3,17,31,0
1206,33,21,16,15,2,14,27,51.9,13,225,73,32.4,93,73,59,22,1,0,21,18,51,12,0
1207,22,6,11,7,4,10,37,27,27,188,48,25.5,72,79,37,18,1,0,17,16,38,12,0
1208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1209,33,24,18,13,2,12,36,33.3,24,250,78,31.2,115,109,26,32,12,0,20,53,86,111,0
1210,9,4,5,3,1,5,11,45.5,6,56,17,30.4,40,16,0,15,6,0,9,12,21,47,2
1211,8,5,1,6,1,2,12,16.7,10,93,25,26.9,15,31,47,9,1,0,8,7,15,1,0
1212,2,2,2,0,0,0,0,0,0,4,3,75,4,0,0,1,0,0,1,0,2,3,1
1213,30,12,20,5,5,13,25,52,12,277,72,26,113,95,69,33,0,0,33,18,48,36,0
1214,12,9,4,5,3,2,23,8.7,21,221,46,20.8,46,88,87,14,1,0,13,10,22,4,0
1215,64,36,35,21,8,19,49,38.8,30,359,92,25.6,158,152,49,58,9,0,49,41,105,54,0
1216,2,0,1,1,0,1,1,100,0,8,2,25,4,4,0,0,0,0,0,0,2,0,0
1217,21,14,17,3,1,7,20,35,13,171,44,25.7,86,58,27,24,2,0,22,24,45,47,0
