Unnamed: 0,Per 90 Minutes.5,Per 90 Minutes.6,Per 90 Minutes.7,Per 90 Minutes.8,Per 90 Minutes.9
Rk,xG,xA,xG+xA,npxG,npxG+xA
2680,0.02,0.04,0.06,0.02,0.06
2681,0.33,0.11,0.43,0.16,0.27
2682,0,0,0,0,0
2683,0.06,0.15,0.22,0.06,0.22
2684,0.21,0.16,0.37,0.21,0.37
2685,0.08,0.05,0.14,0.08,0.14
2686,0.07,0.02,0.09,0.07,0.09
2687,0.01,0.01,0.02,0.01,0.02
2688,0,0,0,0,0
2689,0.06,0.67,0.73,0.06,0.73
2690,0.06,0.14,0.2,0.06,0.2
2691,0,0.15,0.15,0,0.15
2692,0.2,0.1,0.3,0.2,0.3
2693,0,0,0,0,0
2694,0.02,0.07,0.08,0.02,0.08
2695,0.02,0.02,0.04,0.02,0.04
2696,0.01,0.06,0.06,0.01,0.06
2697,0.13,0.25,0.38,0.13,0.38
2698,0.09,0.12,0.21,0.09,0.21
2699,0.3,0.12,0.42,0.3,0.42
2700,0.02,0.05,0.07,0.02,0.07
2701,0,0,0,0,0
2702,0,0,0,0,0
2703,0.4,0.03,0.43,0.4,0.43
2704,0.33,0.12,0.44,0.06,0.18
2705,0,0,0,0,0
2706,0.1,0.12,0.22,0.1,0.22
2707,0.15,0.07,0.22,0.15,0.22
2708,0.57,0.08,0.65,0.43,0.51
2709,0.08,0.15,0.22,0.08,0.22
2710,0.31,0.16,0.48,0.31,0.48
2711,0,0.03,0.03,0,0.03
2712,0.09,0.06,0.14,0.09,0.14
2713,0,0.22,0.22,0,0.22
2714,0.34,0.2,0.54,0.34,0.54
2715,0.04,0.01,0.06,0.04,0.06
2716,0,5.69,5.69,0,5.69
2717,0,0,0,0,0
2718,0.02,0.02,0.04,0.02,0.04
2719,0.07,0.09,0.15,0.07,0.15
2720,0.4,0.12,0.51,0.4,0.51
2721,0.03,0,0.03,0.03,0.03
2722,0.03,0.02,0.05,0.03,0.05
2723,0.17,0.07,0.23,0.17,0.23
2724,0,0,0,0,0
2725,0.01,0.02,0.04,0.01,0.04
2726,0.03,0.05,0.08,0.03,0.08
2727,0.03,0,0.03,0.03,0.03
2728,0.34,0.24,0.58,0.24,0.48
2729,0.03,0.07,0.1,0.03,0.1
2730,0,0.02,0.02,0,0.02
2731,0.14,0.11,0.25,0.06,0.17
2732,0.1,0.07,0.17,0.07,0.14
2733,0.43,0.11,0.55,0.39,0.51
2734,0,0,0,0,0
2735,0.37,0.09,0.46,0.37,0.46
2736,0.04,0.01,0.05,0.04,0.05
2737,0.55,0.15,0.7,0.48,0.63
2738,0.02,0,0.02,0.02,0.02
2739,0.23,0.07,0.3,0.23,0.3
2740,0.39,0.13,0.52,0.35,0.48
2741,0.04,0.01,0.04,0.04,0.04
2742,0.07,0.07,0.14,0.07,0.14
2743,0.41,0.21,0.62,0.41,0.62
2744,0.03,0.13,0.16,0.03,0.16
2745,0.02,0.02,0.04,0.02,0.04
2746,0.1,0.05,0.15,0.1,0.15
2747,0,0,0,0,0
2748,0.05,0.01,0.06,0.05,0.06
2749,0.05,0.01,0.06,0.05,0.06
2750,0.26,0.18,0.44,0.23,0.41
2751,0.03,0.1,0.13,0.03,0.13
2752,0.03,0,0.03,0.03,0.03
2753,0.07,0.05,0.13,0.07,0.13
2754,0.13,0.16,0.29,0.13,0.29
2755,0.17,0.02,0.18,0.17,0.18
2756,0.33,0.07,0.4,0.24,0.31
2757,0.49,0.1,0.58,0.36,0.45
2758,0,0,0,0,0
2759,0.01,0.03,0.04,0.01,0.04
2760,0.18,0.18,0.36,0.18,0.36
2761,0.4,0.14,0.54,0.28,0.42
2762,0.08,0.05,0.13,0.08,0.13
2763,0.13,0.18,0.3,0.13,0.3
2764,0.12,0.11,0.23,0.12,0.23
2765,0.35,0.16,0.52,0.35,0.52
2766,0.19,0.17,0.36,0.19,0.36
2767,0.44,0.07,0.51,0.39,0.46
2768,0,0,0,0,0
2769,0.06,0.16,0.23,0.06,0.23
2770,0.03,0.06,0.09,0.03,0.09
2771,0.09,0,0.09,0.09,0.09
2772,0.02,0,0.03,0.02,0.03
2773,0,0,0,0,0
2774,0.1,0.23,0.33,0.1,0.33
2775,0.46,0.34,0.81,0.46,0.81
2776,0.01,0.02,0.03,0.01,0.03
2777,0.45,0.18,0.63,0.32,0.5
2778,0,0,0,0,0
2779,0.06,0.04,0.1,0.06,0.1
2780,0.08,0.05,0.14,0.08,0.14
2781,0.08,0.03,0.1,0.08,0.1
2782,0.22,0.11,0.33,0.22,0.33
2783,0.09,0.17,0.26,0.08,0.25
2784,0.05,0.28,0.33,0.05,0.33
2785,0.06,0.05,0.12,0.06,0.12
2786,0.13,0.18,0.31,0.11,0.28
2787,0.01,0,0.01,0.01,0.01
2788,0,0.06,0.06,0,0.06
2789,0,0,0,0,0
2790,0.26,0.11,0.37,0.2,0.32
2791,0.11,0.1,0.21,0.11,0.21
2792,0.08,0.07,0.15,0.08,0.15
2793,0.01,0.11,0.11,0.01,0.11
2794,0,1.17,1.17,0,1.17
2795,0.06,0.08,0.14,0.06,0.14
2796,0.03,0.07,0.1,0.03,0.1
2797,0.02,0,0.02,0.02,0.02
2798,0.58,0.25,0.83,0.55,0.8
2799,0.03,0.1,0.13,0.03,0.13
2800,0.11,0.05,0.16,0.11,0.16
2801,0.08,0.04,0.13,0.08,0.13
2802,0.49,0.09,0.57,0.49,0.57
2803,0,0.17,0.17,0,0.17
2804,0.08,0.06,0.13,0.08,0.13
2805,0.12,0.14,0.26,0.12,0.26
2806,0,0.01,0.01,0,0.01
2807,0.33,0.04,0.37,0.33,0.37
2808,0.14,0.09,0.22,0.14,0.22
2809,0,0,0,0,0
2810,0.19,0.19,0.38,0.19,0.38
2811,0.04,0.08,0.13,0.04,0.13
2812,0.05,0.18,0.23,0.05,0.23
2813,0.35,0.17,0.52,0.35,0.52
2814,0.15,0.28,0.43,0.15,0.43
2815,0,0,0,0,0
2816,0.25,0.02,0.27,0.25,0.27
2817,0.08,0,0.08,0.08,0.08
2818,0.05,0.03,0.08,0.05,0.08
2819,0.12,0.29,0.41,0.12,0.41
2820,0.03,0.03,0.05,0.03,0.05
2821,0.11,0.22,0.33,0.11,0.33
2822,0.04,0.15,0.19,0.04,0.19
2823,0.25,0.26,0.51,0.22,0.48
